"Step","race_SAC_dino_transformer - return_train","race_SAC_dino_transformer - return_train__MIN","race_SAC_dino_transformer - return_train__MAX","race_SAC_dino_bigger - return_train","race_SAC_dino_bigger - return_train__MIN","race_SAC_dino_bigger - return_train__MAX","race_SAC_dino - return_train","race_SAC_dino - return_train__MIN","race_SAC_dino - return_train__MAX","SAC_power_source_impoola_color - return_train","SAC_power_source_impoola_color - return_train__MIN","SAC_power_source_impoola_color - return_train__MAX","race_SAC - return_train","race_SAC - return_train__MIN","race_SAC - return_train__MAX"
"6225","","","","40.3900108337","40.3900108337","40.3900108337","","","","","","","92.1900024414","92.1900024414","92.1900024414"
"6228","","","","","","","","","","","","","98.7799682617","98.7799682617","98.7799682617"
"6229","","","","58.0999794006","58.0999794006","58.0999794006","","","","","","","98.7799682617","98.7799682617","98.7799682617"
"6231","","","","57.2177848816","57.2177848816","57.2177848816","","","","","","","91.5500411987","91.5500411987","91.5500411987"
"6232","","","","42.0600013733","42.0600013733","42.0600013733","","","","","","","91.5500411987","91.5500411987","91.5500411987"
"6236","","","","40.0700073242","40.0700073242","40.0700073242","","","","","","","95.2599868774","95.2599868774","95.2599868774"
"6238","","","","40.0700073242","40.0700073242","40.0700073242","","","","","","","97.4000167847","97.4000167847","97.4000167847"
"6240","","","","40.3516540527","40.3516540527","40.3516540527","","","","","","","94.9300384521","94.9300384521","94.9300384521"
"6241","","","","40.5000038147","40.5000038147","40.5000038147","","","","","","","96.3399810791","96.3399810791","96.3399810791"
"6243","","","","40.5000038147","40.5000038147","40.5000038147","","","","","","","96.2800216675","96.2800216675","96.2800216675"
"6245","","","","52.4799842834","52.4799842834","52.4799842834","","","","","","","93.5400390625","93.5400390625","93.5400390625"
"6248","","","","52.4799842834","52.4799842834","52.4799842834","","","","","","","93.1000213623","93.1000213623","93.1000213623"
"6249","","","","47.7388877869","47.7388877869","47.7388877869","","","","","","","96.5499801636","96.5499801636","96.5499801636"
"6250","","","","42.0599899292","42.0599899292","42.0599899292","","","","","","","96.5499801636","96.5499801636","96.5499801636"
"6254","","","","44.2699966431","44.2699966431","44.2699966431","","","","","","","92.0400314331","92.0400314331","92.0400314331"
"6255","","","","44.2699966431","44.2699966431","44.2699966431","","","","","","","92.4700164795","92.4700164795","92.4700164795"
"6257","","","","43.2272415161","43.2272415161","43.2272415161","","","","","","","95.8700408936","95.8700408936","95.8700408936"
"6258","","","","39.4199905396","39.4199905396","39.4199905396","","","","","","","95.8700408936","95.8700408936","95.8700408936"
"6259","","","","39.4199905396","39.4199905396","39.4199905396","","","","","","","93.4800186157","93.4800186157","93.4800186157"
"6261","","","","39.4199905396","39.4199905396","39.4199905396","","","","","","","95.7400360107","95.7400360107","95.7400360107"
"6265","","","","40.5000038147","40.5000038147","40.5000038147","","","","","","","96.32006073","96.32006073","96.32006073"
"6268","","","","80.6500167847","80.6500167847","80.6500167847","","","","","","","98.7798995972","98.7798995972","98.7798995972"
"6269","","","","80.6500167847","80.6500167847","80.6500167847","","","","","","","98.7798995972","98.7798995972","98.7798995972"
"6270","","","","80.6500167847","80.6500167847","80.6500167847","","","","","","","95.3200302124","95.3200302124","95.3200302124"
"6272","","","","","","","","","","","","","95.7000198364","95.7000198364","95.7000198364"
"6273","","","","80.6500167847","80.6500167847","80.6500167847","","","","","","","95.7000198364","95.7000198364","95.7000198364"
"6274","","","","80.6500167847","80.6500167847","80.6500167847","","","","","","","92.7699737549","92.7699737549","92.7699737549"
"6275","","","","39.5199890137","39.5199890137","39.5199890137","","","","","","","92.7699737549","92.7699737549","92.7699737549"
"6276","","","","39.5199890137","39.5199890137","39.5199890137","","","","","","","92.5300369263","92.5300369263","92.5300369263"
"6280","","","","39.5199890137","39.5199890137","39.5199890137","","","","","","","89.5599822998","89.5599822998","89.5599822998"
"6281","","","","39.5199890137","39.5199890137","39.5199890137","","","","","","","89.5599822998","89.5599822998","89.5599822998"
"6282","","","","39.5199890137","39.5199890137","39.5199890137","","","","","","","95.4099807739","95.4099807739","95.4099807739"
"6283","","","","39.5199890137","39.5199890137","39.5199890137","","","","","","","95.4099807739","95.4099807739","95.4099807739"
"6284","","","","44.8199996948","44.8199996948","44.8199996948","","","","","","","95.4099807739","95.4099807739","95.4099807739"
"6285","","","","","","","","","","","","","67.9501342773","67.9501342773","67.9501342773"
"6289","","","","40.2400016785","40.2400016785","40.2400016785","","","","","","","96.6200180054","96.6200180054","96.6200180054"
"6291","","","","40.2400016785","40.2400016785","40.2400016785","","","","","","","91.9700164795","91.9700164795","91.9700164795"
"6293","","","","40.3031997681","40.3031997681","40.3031997681","","","","","","","96.0500030518","96.0500030518","96.0500030518"
"6294","","","","40.3999900818","40.3999900818","40.3999900818","","","","","","","96.0500030518","96.0500030518","96.0500030518"
"6295","","","","40.3999900818","40.3999900818","40.3999900818","","","","","","","84.3700027466","84.3700027466","84.3700027466"
"6297","","","","56.3421440125","56.3421440125","56.3421440125","","","","","","","92.8400650024","92.8400650024","92.8400650024"
"6299","","","","","","","","","","","","","96.3199615479","96.3199615479","96.3199615479"
"6300","","","","80.7598648071","80.7598648071","80.7598648071","","","","","","","96.3199615479","96.3199615479","96.3199615479"
"6301","","","","80.7598648071","80.7598648071","80.7598648071","","","","","","","95.6600189209","95.6600189209","95.6600189209"
"6302","","","","40.259979248","40.259979248","40.259979248","","","","","","","95.6600189209","95.6600189209","95.6600189209"
"6305","","","","40.259979248","40.259979248","40.259979248","","","","","","","95.6500396729","95.6500396729","95.6500396729"
"6306","","","","40.259979248","40.259979248","40.259979248","","","","","","","95.6500396729","95.6500396729","95.6500396729"
"6307","","","","40.259979248","40.259979248","40.259979248","","","","","","","97.6900558472","97.6900558472","97.6900558472"
"6309","","","","40.3900108337","40.3900108337","40.3900108337","","","","","","","97.6900558472","97.6900558472","97.6900558472"
"6310","","","","40.3900108337","40.3900108337","40.3900108337","","","","","","","97.8800201416","97.8800201416","97.8800201416"
"6311","","","","","","","","","","","","","97.8800201416","97.8800201416","97.8800201416"
"6312","","","","40.3900108337","40.3900108337","40.3900108337","","","","","","","96.4200592041","96.4200592041","96.4200592041"
"6315","","","","40.3900108337","40.3900108337","40.3900108337","","","","","","","94.0200195312","94.0200195312","94.0200195312"
"6316","","","","40.3900108337","40.3900108337","40.3900108337","","","","","","","94.0200195312","94.0200195312","94.0200195312"
"6317","","","","40.3900108337","40.3900108337","40.3900108337","","","","","","","93.489944458","93.489944458","93.489944458"
"6318","","","","40.5506401062","40.5506401062","40.5506401062","","","","","","","93.489944458","93.489944458","93.489944458"
"6322","","","","41.0199356079","41.0199356079","41.0199356079","","","","","","","95.8199768066","95.8199768066","95.8199768066"
"6323","","","","","","","","","","","","","95.8199768066","95.8199768066","95.8199768066"
"6324","","","","30.6499958038","30.6499958038","30.6499958038","","","","","","","95.7999572754","95.7999572754","95.7999572754"
"6327","","","","30.6499958038","30.6499958038","30.6499958038","","","","","","","96.000038147","96.000038147","96.000038147"
"6328","","","","42.0128822327","42.0128822327","42.0128822327","","","","","","","96.000038147","96.000038147","96.000038147"
"6329","","","","42.0699806213","42.0699806213","42.0699806213","","","","","","","95.0800170898","95.0800170898","95.0800170898"
"6332","","","","","","","","","","","","","98.2800369263","98.2800369263","98.2800369263"
"6334","","","","40.3600158691","40.3600158691","40.3600158691","","","","","","","96.6200027466","96.6200027466","96.6200027466"
"6335","","","","41.6415100098","41.6415100098","41.6415100098","","","","","","","93.4600067139","93.4600067139","93.4600067139"
"6336","","","","","","","","","","","","","93.4600067139","93.4600067139","93.4600067139"
"6337","","","","63.6599693298","63.6599693298","63.6599693298","","","","","","","96.3399810791","96.3399810791","96.3399810791"
"6340","","","","63.6599693298","63.6599693298","63.6599693298","","","","","","","97.6000213623","97.6000213623","97.6000213623"
"6341","","","","63.6599693298","63.6599693298","63.6599693298","","","","","","","97.6000213623","97.6000213623","97.6000213623"
"6342","","","","63.6599693298","63.6599693298","63.6599693298","","","","","","","97.3600006104","97.3600006104","97.3600006104"
"6343","","","","63.6599693298","63.6599693298","63.6599693298","","","","","","","97.3600006104","97.3600006104","97.3600006104"
"6344","","","","63.6599693298","63.6599693298","63.6599693298","","","","","","","95.1200027466","95.1200027466","95.1200027466"
"6348","","","","46.5699996948","46.5699996948","46.5699996948","","","","","","","96.4800033569","96.4800033569","96.4800033569"
"6349","","","","46.5699996948","46.5699996948","46.5699996948","","","","","","","96.4800033569","96.4800033569","96.4800033569"
"6351","","","","46.5699996948","46.5699996948","46.5699996948","","","","","","","95.820022583","95.820022583","95.820022583"
"6354","","","","","","","","","","","","","95.3100204468","95.3100204468","95.3100204468"
"6357","","","","51.9717292786","51.9717292786","51.9717292786","","","","","","","97.3399963379","97.3399963379","97.3399963379"
"6358","","","","","","","","","","","","","94.7700271606","94.7700271606","94.7700271606"
"6362","","","","42.3699645996","42.3699645996","42.3699645996","","","","","","","95.7300796509","95.7300796509","95.7300796509"
"6363","","","","42.3699645996","42.3699645996","42.3699645996","","","","","","","95.7300796509","95.7300796509","95.7300796509"
"6364","","","","42.3699645996","42.3699645996","42.3699645996","","","","","","","97.1400222778","97.1400222778","97.1400222778"
"6366","","","","39.2158660889","39.2158660889","39.2158660889","","","","","","","95.8200302124","95.8200302124","95.8200302124"
"6367","","","","39.2000160217","39.2000160217","39.2000160217","","","","","","","95.1199798584","95.1199798584","95.1199798584"
"6368","","","","","","","","","","","","","95.1199798584","95.1199798584","95.1199798584"
"6370","","","","42.2600135803","42.2600135803","42.2600135803","","","","","","","95.4199676514","95.4199676514","95.4199676514"
"6371","","","","42.2600135803","42.2600135803","42.2600135803","","","","","","","95.4199676514","95.4199676514","95.4199676514"
"6372","","","","","","","","","","","","","94.8700180054","94.8700180054","94.8700180054"
"6373","","","","","","","","","","","","","94.8700180054","94.8700180054","94.8700180054"
"6375","","","","55.5099906921","55.5099906921","55.5099906921","","","","","","","96.8700027466","96.8700027466","96.8700027466"
"6376","","","","","","","","","","","","","97.2200317383","97.2200317383","97.2200317383"
"6377","","","","55.5099906921","55.5099906921","55.5099906921","","","","","","","97.2200317383","97.2200317383","97.2200317383"
"6378","","","","55.5099906921","55.5099906921","55.5099906921","","","","","","","96.1800613403","96.1800613403","96.1800613403"
"6380","","","","47.1899719238","47.1899719238","47.1899719238","","","","","","","96.3900222778","96.3900222778","96.3900222778"
"6381","","","","47.1899719238","47.1899719238","47.1899719238","","","","","","","96.3900222778","96.3900222778","96.3900222778"
"6382","","","","47.1899719238","47.1899719238","47.1899719238","","","","","","","94.0900421143","94.0900421143","94.0900421143"
"6383","","","","47.1899719238","47.1899719238","47.1899719238","","","","","","","94.0900421143","94.0900421143","94.0900421143"
"6385","","","","57.6399612427","57.6399612427","57.6399612427","","","","","","","96.3500366211","96.3500366211","96.3500366211"
"6386","","","","57.6399612427","57.6399612427","57.6399612427","","","","","","","96.8300704956","96.8300704956","96.8300704956"
"6387","","","","57.6399612427","57.6399612427","57.6399612427","","","","","","","96.8300704956","96.8300704956","96.8300704956"
"6388","","","","57.6399612427","57.6399612427","57.6399612427","","","","","","","96.0700759888","96.0700759888","96.0700759888"
"6389","","","","58.4796104431","58.4796104431","58.4796104431","","","","","","","96.0700759888","96.0700759888","96.0700759888"
"6395","","","","81.6299285889","81.6299285889","81.6299285889","","","","","","","97.0000076294","97.0000076294","97.0000076294"
"6396","","","","81.6299285889","81.6299285889","81.6299285889","","","","","","","96.510017395","96.510017395","96.510017395"
"6397","","","","","","","","","","","","","96.510017395","96.510017395","96.510017395"
"6399","","","","38.0999717712","38.0999717712","38.0999717712","","","","","","","95.1200027466","95.1200027466","95.1200027466"
"6401","","","","40.5599937439","40.5599937439","40.5599937439","","","","","","","95.1999969482","95.1999969482","95.1999969482"
"6402","","","","40.5599937439","40.5599937439","40.5599937439","","","","","","","97.1199417114","97.1199417114","97.1199417114"
"6404","","","","40.5599937439","40.5599937439","40.5599937439","","","","","","","94.1699981689","94.1699981689","94.1699981689"
"6405","","","","40.5599937439","40.5599937439","40.5599937439","","","","","","","94.1699981689","94.1699981689","94.1699981689"
"6408","","","","40.5599937439","40.5599937439","40.5599937439","","","","","","","96.260017395","96.260017395","96.260017395"
"6409","","","","40.5599937439","40.5599937439","40.5599937439","","","","","","","96.260017395","96.260017395","96.260017395"
"6411","","","","40.5599937439","40.5599937439","40.5599937439","","","","","","","96.3500213623","96.3500213623","96.3500213623"
"6412","","","","60.1899986267","60.1899986267","60.1899986267","","","","","","","96.3500213623","96.3500213623","96.3500213623"
"6413","","","","60.1899986267","60.1899986267","60.1899986267","","","","","","","95.0599822998","95.0599822998","95.0599822998"
"6414","","","","60.1899986267","60.1899986267","60.1899986267","","","","","","","95.0599822998","95.0599822998","95.0599822998"
"6415","","","","60.1899986267","60.1899986267","60.1899986267","","","","","","","97.7700119019","97.7700119019","97.7700119019"
"6416","","","","60.1899986267","60.1899986267","60.1899986267","","","","","","","97.7700119019","97.7700119019","97.7700119019"
"6417","","","","60.1899986267","60.1899986267","60.1899986267","","","","","","","96.4400405884","96.4400405884","96.4400405884"
"6422","","","","41.920009613","41.920009613","41.920009613","","","","","","","94","94","94"
"6423","","","","43.1204605103","43.1204605103","43.1204605103","","","","","","","97.2699737549","97.2699737549","97.2699737549"
"6424","","","","43.5100059509","43.5100059509","43.5100059509","","","","","","","97.2699737549","97.2699737549","97.2699737549"
"6426","","","","43.5100059509","43.5100059509","43.5100059509","","","","","","","96.1500778198","96.1500778198","96.1500778198"
"6427","","","","41.8172454834","41.8172454834","41.8172454834","","","","","","","95.6900177002","95.6900177002","95.6900177002"
"6430","","","","40.4599914551","40.4599914551","40.4599914551","","","","","","","97.260055542","97.260055542","97.260055542"
"6431","","","","70.2737503052","70.2737503052","70.2737503052","","","","","","","96.9000167847","96.9000167847","96.9000167847"
"6432","","","","92.3100128174","92.3100128174","92.3100128174","","","","","","","96.9000167847","96.9000167847","96.9000167847"
"6434","","","","","","","","","","","","","96.8000869751","96.8000869751","96.8000869751"
"6437","","","","92.3100128174","92.3100128174","92.3100128174","","","","","","","96.7299804688","96.7299804688","96.7299804688"
"6438","","","","92.3100128174","92.3100128174","92.3100128174","","","","","","","96.7299804688","96.7299804688","96.7299804688"
"6439","","","","92.3100128174","92.3100128174","92.3100128174","","","","","","","97.9699935913","97.9699935913","97.9699935913"
"6440","","","","92.3100128174","92.3100128174","92.3100128174","","","","","","","97.9699935913","97.9699935913","97.9699935913"
"6442","","","","41.9799919128","41.9799919128","41.9799919128","","","","","","","96.0899581909","96.0899581909","96.0899581909"
"6443","","","","41.9799919128","41.9799919128","41.9799919128","","","","","","","96.0899581909","96.0899581909","96.0899581909"
"6445","","","","41.9799919128","41.9799919128","41.9799919128","","","","","","","98.1700592041","98.1700592041","98.1700592041"
"6446","","","","41.9799919128","41.9799919128","41.9799919128","","","","","","","96.5799636841","96.5799636841","96.5799636841"
"6447","","","","41.9799919128","41.9799919128","41.9799919128","","","","","","","96.5799636841","96.5799636841","96.5799636841"
"6448","","","","41.9799919128","41.9799919128","41.9799919128","","","","","","","97.6699981689","97.6699981689","97.6699981689"
"6450","","","","40.4699935913","40.4699935913","40.4699935913","","","","","","","96.7399978638","96.7399978638","96.7399978638"
"6452","","","","","","","","","","","","","98.3100662231","98.3100662231","98.3100662231"
"6453","","","","41.1449966431","41.1449966431","41.1449966431","","","","","","","98.3100662231","98.3100662231","98.3100662231"
"6454","","","","42.2699966431","42.2699966431","42.2699966431","","","","","","","96.7400131226","96.7400131226","96.7400131226"
"6455","","","","42.2699966431","42.2699966431","42.2699966431","","","","","","","96.7400131226","96.7400131226","96.7400131226"
"6457","","","","41.4282531738","41.4282531738","41.4282531738","","","","","","","96.6300201416","96.6300201416","96.6300201416"
"6459","","","","40.420009613","40.420009613","40.420009613","","","","","","","93.8700180054","93.8700180054","93.8700180054"
"6462","","","","40.3699913025","40.3699913025","40.3699913025","","","","","","","98.6900024414","98.6900024414","98.6900024414"
"6463","","","","40.3699913025","40.3699913025","40.3699913025","","","","","","","98.6299972534","98.6299972534","98.6299972534"
"6465","","","","41.3468055725","41.3468055725","41.3468055725","","","","","","","95.0400848389","95.0400848389","95.0400848389"
"6467","","","","","","","","","","","","","97.7699813843","97.7699813843","97.7699813843"
"6468","","","","42.1300163269","42.1300163269","42.1300163269","","","","","","","97.7699813843","97.7699813843","97.7699813843"
"6469","","","","40.8731651306","40.8731651306","40.8731651306","","","","","","","99.07006073","99.07006073","99.07006073"
"6470","","","","40.420009613","40.420009613","40.420009613","","","","","","","99.07006073","99.07006073","99.07006073"
"6471","","","","40.420009613","40.420009613","40.420009613","","","","","","","96.260017395","96.260017395","96.260017395"
"6473","","","","40.4399909973","40.4399909973","40.4399909973","","","","","","","96.3700027466","96.3700027466","96.3700027466"
"6474","","","","40.4399909973","40.4399909973","40.4399909973","","","","","","","96.3700027466","96.3700027466","96.3700027466"
"6476","","","","40.4570426941","40.4570426941","40.4570426941","","","","","","","98.1999893188","98.1999893188","98.1999893188"
"6477","","","","40.5499992371","40.5499992371","40.5499992371","","","","","","","98.6899795532","98.6899795532","98.6899795532"
"6478","","","","40.5499992371","40.5499992371","40.5499992371","","","","","","","98.6899795532","98.6899795532","98.6899795532"
"6479","","","","","","","","","","","","","97.1699981689","97.1699981689","97.1699981689"
"6480","","","","39.9125022888","39.9125022888","39.9125022888","","","","","","","97.1699981689","97.1699981689","97.1699981689"
"6482","","","","38.8500061035","38.8500061035","38.8500061035","","","","","","","96.3400192261","96.3400192261","96.3400192261"
"6484","","","","52.5367469788","52.5367469788","52.5367469788","","","","","","","96.4100418091","96.4100418091","96.4100418091"
"6485","","","","82.2999801636","82.2999801636","82.2999801636","","","","","","","98.320022583","98.320022583","98.320022583"
"6486","","","","82.2999801636","82.2999801636","82.2999801636","","","","","","","98.320022583","98.320022583","98.320022583"
"6490","","","","82.2999801636","82.2999801636","82.2999801636","","","","","","","98.179977417","98.179977417","98.179977417"
"6492","","","","82.2999801636","82.2999801636","82.2999801636","","","","","","","97.1900558472","97.1900558472","97.1900558472"
"6494","","","","82.2999801636","82.2999801636","82.2999801636","","","","","","","93.9999923706","93.9999923706","93.9999923706"
"6495","","","","82.2999801636","82.2999801636","82.2999801636","","","","","","","93.9999923706","93.9999923706","93.9999923706"
"6496","","","","82.2999801636","82.2999801636","82.2999801636","","","","","","","98.2900390625","98.2900390625","98.2900390625"
"6497","","","","82.2999801636","82.2999801636","82.2999801636","","","","","","","98.2900390625","98.2900390625","98.2900390625"
"6500","","","","","","","","","","","","","98.82006073","98.82006073","98.82006073"
"6501","","","","78.3600463867","78.3600463867","78.3600463867","","","","","","","98.7799835205","98.7799835205","98.7799835205"
"6504","","","","40.509979248","40.509979248","40.509979248","","","","","","","97.9000549316","97.9000549316","97.9000549316"
"6505","","","","40.509979248","40.509979248","40.509979248","","","","","","","97.9000549316","97.9000549316","97.9000549316"
"6506","","","","40.509979248","40.509979248","40.509979248","","","","","","","97.5900421143","97.5900421143","97.5900421143"
"6507","","","","40.509979248","40.509979248","40.509979248","","","","","","","97.5900421143","97.5900421143","97.5900421143"
"6510","","","","40.509979248","40.509979248","40.509979248","","","","","","","97.9399871826","97.9399871826","97.9399871826"
"6511","","","","40.509979248","40.509979248","40.509979248","","","","","","","97.9399871826","97.9399871826","97.9399871826"
"6513","","","","52.7908363342","52.7908363342","52.7908363342","","","","","","","96.999961853","96.999961853","96.999961853"
"6514","","","","82.1399993896","82.1399993896","82.1399993896","","","","","","","96.999961853","96.999961853","96.999961853"
"6515","","","","82.1399993896","82.1399993896","82.1399993896","","","","","","","98.0400009155","98.0400009155","98.0400009155"
"6518","","","","82.1399993896","82.1399993896","82.1399993896","","","","","","","97.9400405884","97.9400405884","97.9400405884"
"6520","","","","82.1399993896","82.1399993896","82.1399993896","","","","","","","98.6299591064","98.6299591064","98.6299591064"
"6522","","","","82.1399993896","82.1399993896","82.1399993896","","","","","","","97.3300323486","97.3300323486","97.3300323486"
"6523","","","","82.1399993896","82.1399993896","82.1399993896","","","","","","","98.0600128174","98.0600128174","98.0600128174"
"6525","","","","72.8092269897","72.8092269897","72.8092269897","","","","","","","96.8400192261","96.8400192261","96.8400192261"
"6526","","","","60.689956665","60.689956665","60.689956665","","","","","","","96.8400192261","96.8400192261","96.8400192261"
"6527","","","","","","","","","","","","","96.8300704956","96.8300704956","96.8300704956"
"6528","","","","60.689956665","60.689956665","60.689956665","","","","","","","96.8300704956","96.8300704956","96.8300704956"
"6530","","","","60.689956665","60.689956665","60.689956665","","","","","","","97.2400588989","97.2400588989","97.2400588989"
"6532","","","","50.666229248","50.666229248","50.666229248","","","","","","","96.1299972534","96.1299972534","96.1299972534"
"6534","","","","40.4399986267","40.4399986267","40.4399986267","","","","","","","97.2900390625","97.2900390625","97.2900390625"
"6535","","","","40.4399986267","40.4399986267","40.4399986267","","","","","","","97.0900268555","97.0900268555","97.0900268555"
"6536","","","","40.415096283","40.415096283","40.415096283","","","","","","","97.0900268555","97.0900268555","97.0900268555"
"6537","","","","40.3800010681","40.3800010681","40.3800010681","","","","","","","97.2099685669","97.2099685669","97.2099685669"
"6538","","","","40.3800010681","40.3800010681","40.3800010681","","","","","","","97.2099685669","97.2099685669","97.2099685669"
"6539","","","","40.3800010681","40.3800010681","40.3800010681","","","","","","","97.8199768066","97.8199768066","97.8199768066"
"6541","","","","","","","","","","","","","98.2800674438","98.2800674438","98.2800674438"
"6542","","","","40.4499893188","40.4499893188","40.4499893188","","","","","","","98.2800674438","98.2800674438","98.2800674438"
"6543","","","","40.4499893188","40.4499893188","40.4499893188","","","","","","","98.2800674438","98.2800674438","98.2800674438"
"6544","","","","33.236289978","33.236289978","33.236289978","","","","","","","98.5500030518","98.5500030518","98.5500030518"
"6545","","","","32.3899917603","32.3899917603","32.3899917603","","","","","","","98.5500030518","98.5500030518","98.5500030518"
"6548","","","","53.9000053406","53.9000053406","53.9000053406","","","","","","","97.4900360107","97.4900360107","97.4900360107"
"6550","","","","","","","","","","","","","97.3700408936","97.3700408936","97.3700408936"
"6551","","","","53.9000053406","53.9000053406","53.9000053406","","","","","","","97.3700408936","97.3700408936","97.3700408936"
"6552","","","","64.984992981","64.984992981","64.984992981","","","","","","","98.2099685669","98.2099685669","98.2099685669"
"6555","","","","83.4599838257","83.4599838257","83.4599838257","","","","","","","96.6900177002","96.6900177002","96.6900177002"
"6556","","","","83.4599838257","83.4599838257","83.4599838257","","","","","","","98.3700561523","98.3700561523","98.3700561523"
"6557","","","","83.4599838257","83.4599838257","83.4599838257","","","","","","","98.3700561523","98.3700561523","98.3700561523"
"6558","","","","83.4599838257","83.4599838257","83.4599838257","","","","","","","98.0800170898","98.0800170898","98.0800170898"
"6559","","","","83.4599838257","83.4599838257","83.4599838257","","","","","","","98.0800170898","98.0800170898","98.0800170898"
"6560","","","","83.4599838257","83.4599838257","83.4599838257","","","","","","","98.3899993896","98.3899993896","98.3899993896"
"6562","","","","83.4599838257","83.4599838257","83.4599838257","","","","","","","97.510055542","97.510055542","97.510055542"
"6565","","","","90.6599807739","90.6599807739","90.6599807739","","","","","","","93.6499786377","93.6499786377","93.6499786377"
"6568","","","","90.6599807739","90.6599807739","90.6599807739","","","","","","","96.6500396729","96.6500396729","96.6500396729"
"6569","","","","90.6599807739","90.6599807739","90.6599807739","","","","","","","96.6500396729","96.6500396729","96.6500396729"
"6570","","","","90.6599807739","90.6599807739","90.6599807739","","","","","","","98.2799835205","98.2799835205","98.2799835205"
"6573","","","","40.4700012207","40.4700012207","40.4700012207","","","","","","","98.7800216675","98.7800216675","98.7800216675"
"6574","","","","","","","","","","","","","98.0699615479","98.0699615479","98.0699615479"
"6575","","","","40.4700012207","40.4700012207","40.4700012207","","","","","","","98.0699615479","98.0699615479","98.0699615479"
"6576","","","","40.4700012207","40.4700012207","40.4700012207","","","","","","","98.2400283813","98.2400283813","98.2400283813"
"6578","","","","40.4700012207","40.4700012207","40.4700012207","","","","","","","98.2400283813","98.2400283813","98.2400283813"
"6579","","","","40.4700012207","40.4700012207","40.4700012207","","","","","","","98.6300201416","98.6300201416","98.6300201416"
"6580","","","","40.4700012207","40.4700012207","40.4700012207","","","","","","","98.6300201416","98.6300201416","98.6300201416"
"6582","","","","42.9099693298","42.9099693298","42.9099693298","","","","","","","97.3400192261","97.3400192261","97.3400192261"
"6583","","","","42.9099693298","42.9099693298","42.9099693298","","","","","","","98.7799224854","98.7799224854","98.7799224854"
"6584","","","","42.9099693298","42.9099693298","42.9099693298","","","","","","","98.7799224854","98.7799224854","98.7799224854"
"6585","","","","42.9099693298","42.9099693298","42.9099693298","","","","","","","98.7200317383","98.7200317383","98.7200317383"
"6586","","","","42.9099693298","42.9099693298","42.9099693298","","","","","","","98.7200317383","98.7200317383","98.7200317383"
"6588","","","","40.4599914551","40.4599914551","40.4599914551","","","","","","","98.5500259399","98.5500259399","98.5500259399"
"6589","","","","40.4599914551","40.4599914551","40.4599914551","","","","","","","98.5999832153","98.5999832153","98.5999832153"
"6590","","","","40.4599914551","40.4599914551","40.4599914551","","","","","","","98.5999832153","98.5999832153","98.5999832153"
"6594","","","","","","","","","","","","","97.570022583","97.570022583","97.570022583"
"6595","","","","38.0399894714","38.0399894714","38.0399894714","","","","","","","97.570022583","97.570022583","97.570022583"
"6596","","","","","","","","","","","","","98.1699295044","98.1699295044","98.1699295044"
"6597","","","","38.0399894714","38.0399894714","38.0399894714","","","","","","","98.1699295044","98.1699295044","98.1699295044"
"6600","","","","41.8799514771","41.8799514771","41.8799514771","","","","","","","98.6000900269","98.6000900269","98.6000900269"
"6602","","","","41.8799514771","41.8799514771","41.8799514771","","","","","","","98.3399810791","98.3399810791","98.3399810791"
"6603","","","","49.1781387329","49.1781387329","49.1781387329","","","","","","","98.3399810791","98.3399810791","98.3399810791"
"6604","","","","","","","","","","","","","97.4400558472","97.4400558472","97.4400558472"
"6605","","","","57.9199180603","57.9199180603","57.9199180603","","","","","","","97.4400558472","97.4400558472","97.4400558472"
"6606","","","","57.9199180603","57.9199180603","57.9199180603","","","","","","","97.0800018311","97.0800018311","97.0800018311"
"6609","","","","57.9199180603","57.9199180603","57.9199180603","","","","","","","97.1200027466","97.1200027466","97.1200027466"
"6610","","","","57.9199180603","57.9199180603","57.9199180603","","","","","","","97.1200027466","97.1200027466","97.1200027466"
"6611","","","","57.9199180603","57.9199180603","57.9199180603","","","","","","","98.1700363159","98.1700363159","98.1700363159"
"6614","","","","41.7499771118","41.7499771118","41.7499771118","","","","","","","98.6800003052","98.6800003052","98.6800003052"
"6616","","","","41.7499771118","41.7499771118","41.7499771118","","","","","","","97.9399337769","97.9399337769","97.9399337769"
"6619","","","","47.8399887085","47.8399887085","47.8399887085","","","","","","","98.7200164795","98.7200164795","98.7200164795"
"6621","","","","47.8399887085","47.8399887085","47.8399887085","","","","","","","98.7999801636","98.7999801636","98.7999801636"
"6623","","","","48.860004425","48.860004425","48.860004425","","","","","","","98.6000366211","98.6000366211","98.6000366211"
"6625","","","","48.860004425","48.860004425","48.860004425","","","","","","","99.1100387573","99.1100387573","99.1100387573"
"6626","","","","48.860004425","48.860004425","48.860004425","","","","","","","99.1100387573","99.1100387573","99.1100387573"
"6627","","","","43.065952301","43.065952301","43.065952301","","","","","","","98.3099822998","98.3099822998","98.3099822998"
"6630","","","","38.0299987793","38.0299987793","38.0299987793","","","","","","","99.8699798584","99.8699798584","99.8699798584"
"6633","","","","92.4400024414","92.4400024414","92.4400024414","","","","","","","97.8999786377","97.8999786377","97.8999786377"
"6636","","","","92.4400024414","92.4400024414","92.4400024414","","","","","","","98.1300201416","98.1300201416","98.1300201416"
"6637","","","","92.4400024414","92.4400024414","92.4400024414","","","","","","","97.9599533081","97.9599533081","97.9599533081"
