"Step","race_SAC_dino_transformer - return_train","race_SAC_dino_transformer - return_train__MIN","race_SAC_dino_transformer - return_train__MAX","race_SAC_dino_bigger - return_train","race_SAC_dino_bigger - return_train__MIN","race_SAC_dino_bigger - return_train__MAX","race_SAC_dino - return_train","race_SAC_dino - return_train__MIN","race_SAC_dino - return_train__MAX","SAC_power_source_impoola_color - return_train","SAC_power_source_impoola_color - return_train__MIN","SAC_power_source_impoola_color - return_train__MAX","race_SAC - return_train","race_SAC - return_train__MIN","race_SAC - return_train__MAX"
"6638","","","","92.4400024414","92.4400024414","92.4400024414","","","","","","","97.9599533081","97.9599533081","97.9599533081"
"6639","","","","","","","","","","","","","98.6900024414","98.6900024414","98.6900024414"
"6640","","","","38.2800064087","38.2800064087","38.2800064087","","","","","","","98.6900024414","98.6900024414","98.6900024414"
"6643","","","","38.2800064087","38.2800064087","38.2800064087","","","","","","","97.2499923706","97.2499923706","97.2499923706"
"6644","","","","38.2800064087","38.2800064087","38.2800064087","","","","","","","97.2499923706","97.2499923706","97.2499923706"
"6645","","","","38.2800064087","38.2800064087","38.2800064087","","","","","","","98.7800369263","98.7800369263","98.7800369263"
"6646","","","","38.2800064087","38.2800064087","38.2800064087","","","","","","","98.7800369263","98.7800369263","98.7800369263"
"6648","","","","","","","","","","","","","101.7199783325","101.7199783325","101.7199783325"
"6649","","","","37.8899841309","37.8899841309","37.8899841309","","","","","","","101.7199783325","101.7199783325","101.7199783325"
"6650","","","","37.8899841309","37.8899841309","37.8899841309","","","","","","","98.6200027466","98.6200027466","98.6200027466"
"6651","","","","37.8899841309","37.8899841309","37.8899841309","","","","","","","98.6200027466","98.6200027466","98.6200027466"
"6652","","","","37.8899841309","37.8899841309","37.8899841309","","","","","","","98.7900314331","98.7900314331","98.7900314331"
"6655","","","","39.6552963257","39.6552963257","39.6552963257","","","","","","","98.7900009155","98.7900009155","98.7900009155"
"6656","","","","40.4300041199","40.4300041199","40.4300041199","","","","","","","98.7800369263","98.7800369263","98.7800369263"
"6659","","","","38.2716903687","38.2716903687","38.2716903687","","","","","","","98.7100372314","98.7100372314","98.7100372314"
"6661","","","","38.1699905396","38.1699905396","38.1699905396","","","","","","","100.7700271606","100.7700271606","100.7700271606"
"6662","","","","38.6223907471","38.6223907471","38.6223907471","","","","","","","101.5800323486","101.5800323486","101.5800323486"
"6663","","","","40.4899902344","40.4899902344","40.4899902344","","","","","","","101.5800323486","101.5800323486","101.5800323486"
"6664","","","","40.4899902344","40.4899902344","40.4899902344","","","","","","","101.299987793","101.299987793","101.299987793"
"6665","","","","40.4899902344","40.4899902344","40.4899902344","","","","","","","101.299987793","101.299987793","101.299987793"
"6666","","","","42.4340362549","42.4340362549","42.4340362549","","","","","","","98.1900177002","98.1900177002","98.1900177002"
"6669","","","","","","","","","","","","","98.7200164795","98.7200164795","98.7200164795"
"6670","","","","47.0799751282","47.0799751282","47.0799751282","","","","","","","98.8000488281","98.8000488281","98.8000488281"
"6672","","","","40.9495010376","40.9495010376","40.9495010376","","","","","","","99.0000076294","99.0000076294","99.0000076294"
"6673","","","","40.3800048828","40.3800048828","40.3800048828","","","","","","","99.0000076294","99.0000076294","99.0000076294"
"6676","","","","38.0299987793","38.0299987793","38.0299987793","","","","","","","98.7899932861","98.7899932861","98.7899932861"
"6677","","","","38.0299987793","38.0299987793","38.0299987793","","","","","","","98.7899932861","98.7899932861","98.7899932861"
"6678","","","","38.0299987793","38.0299987793","38.0299987793","","","","","","","100.1900177002","100.1900177002","100.1900177002"
"6679","","","","61.5771369934","61.5771369934","61.5771369934","","","","","","","100.1900177002","100.1900177002","100.1900177002"
"6680","","","","85.5999832153","85.5999832153","85.5999832153","","","","","","","100.1900177002","100.1900177002","100.1900177002"
"6681","","","","85.5999832153","85.5999832153","85.5999832153","","","","","","","103.7300186157","103.7300186157","103.7300186157"
"6683","","","","","","","","","","","","","98.7900314331","98.7900314331","98.7900314331"
"6684","","","","85.5999832153","85.5999832153","85.5999832153","","","","","","","98.7900314331","98.7900314331","98.7900314331"
"6685","","","","85.5999832153","85.5999832153","85.5999832153","","","","","","","98.6900558472","98.6900558472","98.6900558472"
"6687","","","","85.5999832153","85.5999832153","85.5999832153","","","","","","","98.7600021362","98.7600021362","98.7600021362"
"6688","","","","42.2099838257","42.2099838257","42.2099838257","","","","","","","98.7600021362","98.7600021362","98.7600021362"
"6690","","","","","","","","","","","","","98.6800231934","98.6800231934","98.6800231934"
"6691","","","","42.2099838257","42.2099838257","42.2099838257","","","","","","","98.7400131226","98.7400131226","98.7400131226"
"6692","","","","42.2099838257","42.2099838257","42.2099838257","","","","","","","98.7400131226","98.7400131226","98.7400131226"
"6693","","","","42.2099838257","42.2099838257","42.2099838257","","","","","","","98.7299728394","98.7299728394","98.7299728394"
"6694","","","","42.2099838257","42.2099838257","42.2099838257","","","","","","","98.7299728394","98.7299728394","98.7299728394"
"6695","","","","42.2099838257","42.2099838257","42.2099838257","","","","","","","98.749961853","98.749961853","98.749961853"
"6696","","","","40.4499855042","40.4499855042","40.4499855042","","","","","","","98.749961853","98.749961853","98.749961853"
"6698","","","","40.4499855042","40.4499855042","40.4499855042","","","","","","","98.7600097656","98.7600097656","98.7600097656"
"6699","","","","40.4499855042","40.4499855042","40.4499855042","","","","","","","98.3500518799","98.3500518799","98.3500518799"
"6700","","","","39.9858894348","39.9858894348","39.9858894348","","","","","","","98.3500518799","98.3500518799","98.3500518799"
"6701","","","","38.0699958801","38.0699958801","38.0699958801","","","","","","","98.6200027466","98.6200027466","98.6200027466"
"6704","","","","40.7024993896","40.7024993896","40.7024993896","","","","","","","98.7600021362","98.7600021362","98.7600021362"
"6706","","","","41.9700050354","41.9700050354","41.9700050354","","","","","","","98.9800262451","98.9800262451","98.9800262451"
"6707","","","","41.9700050354","41.9700050354","41.9700050354","","","","","","","98.9800262451","98.9800262451","98.9800262451"
"6709","","","","40.4800033569","40.4800033569","40.4800033569","","","","","","","98.6500396729","98.6500396729","98.6500396729"
"6710","","","","","","","","","","","","","98.7200164795","98.7200164795","98.7200164795"
"6711","","","","40.4800033569","40.4800033569","40.4800033569","","","","","","","98.7200164795","98.7200164795","98.7200164795"
"6714","","","","40.549987793","40.549987793","40.549987793","","","","","","","97.5599822998","97.5599822998","97.5599822998"
"6715","","","","40.2343444824","40.2343444824","40.2343444824","","","","","","","97.5599822998","97.5599822998","97.5599822998"
"6716","","","","39.480014801","39.480014801","39.480014801","","","","","","","97.510017395","97.510017395","97.510017395"
"6717","","","","39.480014801","39.480014801","39.480014801","","","","","","","97.510017395","97.510017395","97.510017395"
"6718","","","","39.480014801","39.480014801","39.480014801","","","","","","","100.0500030518","100.0500030518","100.0500030518"
"6719","","","","39.9850502014","39.9850502014","39.9850502014","","","","","","","100.0500030518","100.0500030518","100.0500030518"
"6722","","","","40.3899917603","40.3899917603","40.3899917603","","","","","","","98.6099777222","98.6099777222","98.6099777222"
"6723","","","","40.9393997192","40.9393997192","40.9393997192","","","","","","","98.6099777222","98.6099777222","98.6099777222"
"6726","","","","42.0299987793","42.0299987793","42.0299987793","","","","","","","97.8499603271","97.8499603271","97.8499603271"
"6727","","","","41.2415008545","41.2415008545","41.2415008545","","","","","","","97.8499603271","97.8499603271","97.8499603271"
"6728","","","","40.3699951172","40.3699951172","40.3699951172","","","","","","","101.1299972534","101.1299972534","101.1299972534"
"6729","","","","40.3699951172","40.3699951172","40.3699951172","","","","","","","101.1299972534","101.1299972534","101.1299972534"
"6732","","","","38.0600013733","38.0600013733","38.0600013733","","","","","","","98.2400283813","98.2400283813","98.2400283813"
"6733","","","","38.0600013733","38.0600013733","38.0600013733","","","","","","","97.0599822998","97.0599822998","97.0599822998"
"6734","","","","38.0600013733","38.0600013733","38.0600013733","","","","","","","97.6499633789","97.6499633789","97.6499633789"
"6736","","","","38.25","38.25","38.25","","","","","","","97.6499633789","97.6499633789","97.6499633789"
"6737","","","","38.25","38.25","38.25","","","","","","","98.7700195312","98.7700195312","98.7700195312"
"6738","","","","38.25","38.25","38.25","","","","","","","97.6700363159","97.6700363159","97.6700363159"
"6740","","","","41.9999885559","41.9999885559","41.9999885559","","","","","","","97.5900192261","97.5900192261","97.5900192261"
"6741","","","","41.9999885559","41.9999885559","41.9999885559","","","","","","","97.5900192261","97.5900192261","97.5900192261"
"6742","","","","41.9999885559","41.9999885559","41.9999885559","","","","","","","98.9500579834","98.9500579834","98.9500579834"
"6743","","","","78.2406005859","78.2406005859","78.2406005859","","","","","","","98.9500579834","98.9500579834","98.9500579834"
"6744","","","","80.7600021362","80.7600021362","80.7600021362","","","","","","","98.8100128174","98.8100128174","98.8100128174"
"6746","","","","80.7600021362","80.7600021362","80.7600021362","","","","","","","99.0599822998","99.0599822998","99.0599822998"
"6747","","","","80.7600021362","80.7600021362","80.7600021362","","","","","","","99.0599822998","99.0599822998","99.0599822998"
"6749","","","","80.7600021362","80.7600021362","80.7600021362","","","","","","","98.6899490356","98.6899490356","98.6899490356"
"6751","","","","80.7600021362","80.7600021362","80.7600021362","","","","","","","98.7099990845","98.7099990845","98.7099990845"
"6753","","","","","","","","","","","","","97.7899932861","97.7899932861","97.7899932861"
"6756","","","","42.2299766541","42.2299766541","42.2299766541","","","","","","","98.5300369263","98.5300369263","98.5300369263"
"6757","","","","43.7489776611","43.7489776611","43.7489776611","","","","","","","97.7899932861","97.7899932861","97.7899932861"
"6758","","","","44.1899795532","44.1899795532","44.1899795532","","","","","","","97.7899932861","97.7899932861","97.7899932861"
"6759","","","","44.1899795532","44.1899795532","44.1899795532","","","","","","","98.8799972534","98.8799972534","98.8799972534"
"6762","","","","48.5727996826","48.5727996826","48.5727996826","","","","","","","98.0600128174","98.0600128174","98.0600128174"
"6763","","","","48.9799423218","48.9799423218","48.9799423218","","","","","","","98.5500106812","98.5500106812","98.5500106812"
"6766","","","","48.9799423218","48.9799423218","48.9799423218","","","","","","","98.1100006104","98.1100006104","98.1100006104"
"6767","","","","46.4724617004","46.4724617004","46.4724617004","","","","","","","99.9500579834","99.9500579834","99.9500579834"
"6770","","","","40.4799919128","40.4799919128","40.4799919128","","","","","","","97.6099777222","97.6099777222","97.6099777222"
"6771","","","","","","","","","","","","","102.0700759888","102.0700759888","102.0700759888"
"6772","","","","42.1099891663","42.1099891663","42.1099891663","","","","","","","102.0700759888","102.0700759888","102.0700759888"
"6773","","","","42.1099891663","42.1099891663","42.1099891663","","","","","","","98.7300567627","98.7300567627","98.7300567627"
"6774","","","","42.1099891663","42.1099891663","42.1099891663","","","","","","","98.7300567627","98.7300567627","98.7300567627"
"6775","","","","41.7081413269","41.7081413269","41.7081413269","","","","","","","101.0900268555","101.0900268555","101.0900268555"
"6776","","","","40.4000015259","40.4000015259","40.4000015259","","","","","","","101.0900268555","101.0900268555","101.0900268555"
"6778","","","","40.4000015259","40.4000015259","40.4000015259","","","","","","","100.7800369263","100.7800369263","100.7800369263"
"6779","","","","41.7267570496","41.7267570496","41.7267570496","","","","","","","100.7800369263","100.7800369263","100.7800369263"
"6780","","","","43.4500083923","43.4500083923","43.4500083923","","","","","","","100.7300567627","100.7300567627","100.7300567627"
"6782","","","","43.4500083923","43.4500083923","43.4500083923","","","","","","","98.4699783325","98.4699783325","98.4699783325"
"6783","","","","43.4500083923","43.4500083923","43.4500083923","","","","","","","103.6300354004","103.6300354004","103.6300354004"
"6784","","","","91.349319458","91.349319458","91.349319458","","","","","","","103.6300354004","103.6300354004","103.6300354004"
"6786","","","","91.5900192261","91.5900192261","91.5900192261","","","","","","","99.7499542236","99.7499542236","99.7499542236"
