"Step","comic-armadillo-31 - return_train","comic-armadillo-31 - return_train__MIN","comic-armadillo-31 - return_train__MAX","TQC_speed - return_train","TQC_speed - return_train__MIN","TQC_speed - return_train__MAX","REDQSAC_speed - return_train","REDQSAC_speed - return_train__MIN","REDQSAC_speed - return_train__MAX","SAC_speed - return_train","SAC_speed - return_train__MIN","SAC_speed - return_train__MAX","REDQSAC_eaux_4_imgs_pretrained_3 - return_train","REDQSAC_eaux_4_imgs_pretrained_3 - return_train__MIN","REDQSAC_eaux_4_imgs_pretrained_3 - return_train__MAX","SAC_4_imgs_eaux_5 - return_train","SAC_4_imgs_eaux_5 - return_train__MIN","SAC_4_imgs_eaux_5 - return_train__MAX"
"1103","36.3299598694","36.3299598694","36.3299598694","20.7599945068","20.7599945068","20.7599945068","7.840004921","7.840004921","7.840004921","54.6599807739","54.6599807739","54.6599807739","3.6499974728","3.6499974728","3.6499974728","37.1099853516","37.1099853516","37.1099853516"
"1104","36.3299598694","36.3299598694","36.3299598694","89.8900604248","89.8900604248","89.8900604248","7.6100111008","7.6100111008","7.6100111008","54.6599807739","54.6599807739","54.6599807739","3.6499974728","3.6499974728","3.6499974728","37.1099853516","37.1099853516","37.1099853516"
"1105","36.2399864197","36.2399864197","36.2399864197","27.5100097656","27.5100097656","27.5100097656","7.6100111008","7.6100111008","7.6100111008","54.7199897766","54.7199897766","54.7199897766","3.33999753","3.33999753","3.33999753","37.1099853516","37.1099853516","37.1099853516"
"1106","36.2399864197","36.2399864197","36.2399864197","70.2399978638","70.2399978638","70.2399978638","7.3800182343","7.3800182343","7.3800182343","54.7199897766","54.7199897766","54.7199897766","3.33999753","3.33999753","3.33999753","37.1099853516","37.1099853516","37.1099853516"
"1107","37.4199905396","37.4199905396","37.4199905396","71.0999832153","71.0999832153","71.0999832153","3.9199969769","3.9199969769","3.9199969769","54.4500198364","54.4500198364","54.4500198364","3.33999753","3.33999753","3.33999753","37.1099853516","37.1099853516","37.1099853516"
"1108","37.4199905396","37.4199905396","37.4199905396","69.3201293945","69.3201293945","69.3201293945","7.4800086021","7.4800086021","7.4800086021","","","","","","","","",""
"1109","35.9700012207","35.9700012207","35.9700012207","76.1599807739","76.1599807739","76.1599807739","0.3299999535","0.3299999535","0.3299999535","","","","","","","","",""
"1110","35.9700012207","35.9700012207","35.9700012207","76.1599807739","76.1599807739","76.1599807739","7.7000145912","7.7000145912","7.7000145912","","","","","","","","",""
"1111","36.7399597168","36.7399597168","36.7399597168","28.2000102997","28.2000102997","28.2000102997","7.5000047684","7.5000047684","7.5000047684","","","","","","","","",""
"1112","36.7399597168","36.7399597168","36.7399597168","86.3000411987","86.3000411987","86.3000411987","7.5000047684","7.5000047684","7.5000047684","58.8600006104","58.8600006104","58.8600006104","3.2899975777","3.2899975777","3.2899975777","32.2500648499","32.2500648499","32.2500648499"
"1113","36.3599891663","36.3599891663","36.3599891663","86.3000411987","86.3000411987","86.3000411987","7.9700036049","7.9700036049","7.9700036049","58.8600006104","58.8600006104","58.8600006104","3.2899975777","3.2899975777","3.2899975777","32.2500648499","32.2500648499","32.2500648499"
"1114","36.3599891663","36.3599891663","36.3599891663","75.1500091553","75.1500091553","75.1500091553","7.32000494","7.32000494","7.32000494","61.5900115967","61.5900115967","61.5900115967","3.2899975777","3.2899975777","3.2899975777","36.4499816895","36.4499816895","36.4499816895"
"1115","18.0600090027","18.0600090027","18.0600090027","66.6699981689","66.6699981689","66.6699981689","7.4200048447","7.4200048447","7.4200048447","61.5900115967","61.5900115967","61.5900115967","3.1443974972","3.1443974972","3.1443974972","36.4499816895","36.4499816895","36.4499816895"
"1116","18.0600090027","18.0600090027","18.0600090027","73.1799316406","73.1799316406","73.1799316406","4.5900034904","4.5900034904","4.5900034904","55.8800010681","55.8800010681","55.8800010681","2.9699976444","2.9699976444","2.9699976444","36.4499816895","36.4499816895","36.4499816895"
"1117","36.9000015259","36.9000015259","36.9000015259","77.17993927","77.17993927","77.17993927","2.6299979687","2.6299979687","2.6299979687","","","","","","","","",""
"1118","36.9000015259","36.9000015259","36.9000015259","62.5300331116","62.5300331116","62.5300331116","7.7700190544","7.7700190544","7.7700190544","54.3599891663","54.3599891663","54.3599891663","2.9699976444","2.9699976444","2.9699976444","36.4499816895","36.4499816895","36.4499816895"
"1119","35.8999900818","35.8999900818","35.8999900818","71.8499755859","71.8499755859","71.8499755859","7.4100031853","7.4100031853","7.4100031853","","","","","","","","",""
"1120","35.8999900818","35.8999900818","35.8999900818","84.1699981689","84.1699981689","84.1699981689","6.5500025749","6.5500025749","6.5500025749","57.0599899292","57.0599899292","57.0599899292","0.0699999928","0.0699999928","0.0699999928","36.6900024414","36.6900024414","36.6900024414"
"1121","35.8999900818","35.8999900818","35.8999900818","27.3800067902","27.3800067902","27.3800067902","1.4399989843","1.4399989843","1.4399989843","","","","","","","","",""
"1122","36.549987793","36.549987793","36.549987793","67.6599884033","67.6599884033","67.6599884033","7.4000034332","7.4000034332","7.4000034332","55.2799911499","55.2799911499","55.2799911499","3.5099980831","3.5099980831","3.5099980831","36.6900024414","36.6900024414","36.6900024414"
"1123","28.4500026703","28.4500026703","28.4500026703","85.8400192261","85.8400192261","85.8400192261","7.4000034332","7.4000034332","7.4000034332","","","","","","","","",""
"1124","28.4500026703","28.4500026703","28.4500026703","27.8300151825","27.8300151825","27.8300151825","7.9000086784","7.9000086784","7.9000086784","58.7600135803","58.7600135803","58.7600135803","3.5099980831","3.5099980831","3.5099980831","36.2099838257","36.2099838257","36.2099838257"
"1125","28.4500026703","28.4500026703","28.4500026703","88.8799972534","88.8799972534","88.8799972534","7.2300047874","7.2300047874","7.2300047874","58.7600135803","58.7600135803","58.7600135803","3.5099980831","3.5099980831","3.5099980831","36.2099838257","36.2099838257","36.2099838257"
"1126","38.3299636841","38.3299636841","38.3299636841","71.8300094604","71.8300094604","71.8300094604","3.3099975586","3.3099975586","3.3099975586","52.6899986267","52.6899986267","52.6899986267","3.5099980831","3.5099980831","3.5099980831","","",""
"1127","38.3299636841","38.3299636841","38.3299636841","88.7300567627","88.7300567627","88.7300567627","3.3099975586","3.3099975586","3.3099975586","52.6899986267","52.6899986267","52.6899986267","3.0799982548","3.0799982548","3.0799982548","36.2099838257","36.2099838257","36.2099838257"
"1128","36.5899963379","36.5899963379","36.5899963379","90.0400314331","90.0400314331","90.0400314331","7.3400182724","7.3400182724","7.3400182724","59.3699417114","59.3699417114","59.3699417114","3.0799982548","3.0799982548","3.0799982548","36.2099838257","36.2099838257","36.2099838257"
"1129","8.1400003433","8.1400003433","8.1400003433","90.1999511719","90.1999511719","90.1999511719","7.5100092888","7.5100092888","7.5100092888","59.3699417114","59.3699417114","59.3699417114","3.0799982548","3.0799982548","3.0799982548","36.2099838257","36.2099838257","36.2099838257"
"1130","29.519990921","29.519990921","29.519990921","89.2700119019","89.2700119019","89.2700119019","3.2399976254","3.2399976254","3.2399976254","56.1599884033","56.1599884033","56.1599884033","3.0799982548","3.0799982548","3.0799982548","37.059967041","37.059967041","37.059967041"
"1131","29.519990921","29.519990921","29.519990921","64.4900360107","64.4900360107","64.4900360107","2.8299975395","2.8299975395","2.8299975395","56.1599884033","56.1599884033","56.1599884033","3.1759479046","3.1759479046","3.1759479046","37.059967041","37.059967041","37.059967041"
"1132","29.519990921","29.519990921","29.519990921","84.8400192261","84.8400192261","84.8400192261","6.8200068474","6.8200068474","6.8200068474","56.1599884033","56.1599884033","56.1599884033","4.0899968147","4.0899968147","4.0899968147","37.059967041","37.059967041","37.059967041"
"1133","36.6199913025","36.6199913025","36.6199913025","90.6100387573","90.6100387573","90.6100387573","6.8200068474","6.8200068474","6.8200068474","","","","","","","","",""
"1134","36.6199913025","36.6199913025","36.6199913025","73.7500457764","73.7500457764","73.7500457764","4.350001812","4.350001812","4.350001812","56.8499755859","56.8499755859","56.8499755859","","","","","",""
"1135","35.9799842834","35.9799842834","35.9799842834","86.5000228882","86.5000228882","86.5000228882","7.6600060463","7.6600060463","7.6600060463","58.2900352478","58.2900352478","58.2900352478","4.0899968147","4.0899968147","4.0899968147","35.9799842834","35.9799842834","35.9799842834"
"1136","35.9799842834","35.9799842834","35.9799842834","27.8800144196","27.8800144196","27.8800144196","7.6200037003","7.6200037003","7.6200037003","58.2900352478","58.2900352478","58.2900352478","3.5465974808","3.5465974808","3.5465974808","35.9799842834","35.9799842834","35.9799842834"
"1137","36.4799880981","36.4799880981","36.4799880981","86.3400421143","86.3400421143","86.3400421143","1.9999982119","1.9999982119","1.9999982119","58.9699745178","58.9699745178","58.9699745178","3.3299975395","3.3299975395","3.3299975395","35.9799842834","35.9799842834","35.9799842834"
"1138","36.4799880981","36.4799880981","36.4799880981","91.929977417","91.929977417","91.929977417","7.6600031853","7.6600031853","7.6600031853","","","","","","","","",""
"1139","37.3599891663","37.3599891663","37.3599891663","88.6500167847","88.6500167847","88.6500167847","7.6600031853","7.6600031853","7.6600031853","46.7599983215","46.7599983215","46.7599983215","3.3299975395","3.3299975395","3.3299975395","35.9799842834","35.9799842834","35.9799842834"
"1140","37.3599891663","37.3599891663","37.3599891663","49.299949646","49.299949646","49.299949646","8.8300256729","8.8300256729","8.8300256729","46.7599983215","46.7599983215","46.7599983215","2.8709979057","2.8709979057","2.8709979057","35.9799842834","35.9799842834","35.9799842834"
"1141","37.1099853516","37.1099853516","37.1099853516","85.9399642944","85.9399642944","85.9399642944","4.2600007057","4.2600007057","4.2600007057","","","","","","","","",""
"1142","37.1099853516","37.1099853516","37.1099853516","28.4600200653","28.4600200653","28.4600200653","4.8200154305","4.8200154305","4.8200154305","61.8300018311","61.8300018311","61.8300018311","2.6499979496","2.6499979496","2.6499979496","36.759979248","36.759979248","36.759979248"
"1143","19.9899959564","19.9899959564","19.9899959564","88.9000015259","88.9000015259","88.9000015259","3.4599978924","3.4599978924","3.4599978924","55.6899986267","55.6899986267","55.6899986267","2.6499979496","2.6499979496","2.6499979496","","",""
"1144","19.9899959564","19.9899959564","19.9899959564","81.8499679565","81.8499679565","81.8499679565","6.5800023079","6.5800023079","6.5800023079","55.6899986267","55.6899986267","55.6899986267","3.0284471512","3.0284471512","3.0284471512","36.759979248","36.759979248","36.759979248"
"1145","36.1199951172","36.1199951172","36.1199951172","72.6800308228","72.6800308228","72.6800308228","2.0999984741","2.0999984741","2.0999984741","55.9499702454","55.9499702454","55.9499702454","3.5199968815","3.5199968815","3.5199968815","36.759979248","36.759979248","36.759979248"
"1146","36.1199951172","36.1199951172","36.1199951172","90.6499786377","90.6499786377","90.6499786377","2.5999982357","2.5999982357","2.5999982357","55.9499702454","55.9499702454","55.9499702454","3.5199968815","3.5199968815","3.5199968815","","",""
"1147","36.1799926758","36.1799926758","36.1799926758","28.8000202179","28.8000202179","28.8000202179","7.8900051117","7.8900051117","7.8900051117","56.7499961853","56.7499961853","56.7499961853","3.5199968815","3.5199968815","3.5199968815","36.6499938965","36.6499938965","36.6499938965"
"1148","8.1200027466","8.1200027466","8.1200027466","93.1299591064","93.1299591064","93.1299591064","7.8900051117","7.8900051117","7.8900051117","56.7499961853","56.7499961853","56.7499961853","3.5199968815","3.5199968815","3.5199968815","36.6499938965","36.6499938965","36.6499938965"
"1149","8.1200027466","8.1200027466","8.1200027466","89.5400314331","89.5400314331","89.5400314331","0.0799999908","0.0799999908","0.0799999908","61.2199745178","61.2199745178","61.2199745178","3.4289972782","3.4289972782","3.4289972782","36.6499938965","36.6499938965","36.6499938965"
"1150","37.1199989319","37.1199989319","37.1199989319","87.1000747681","87.1000747681","87.1000747681","2.9699976444","2.9699976444","2.9699976444","","","","","","","","",""
"1151","37.1199989319","37.1199989319","37.1199989319","62.6700401306","62.6700401306","62.6700401306","2.8499982357","2.8499982357","2.8499982357","","","","","","","","",""
"1152","36.4999961853","36.4999961853","36.4999961853","71.8499832153","71.8499832153","71.8499832153","7.74000597","7.74000597","7.74000597","61.2199745178","61.2199745178","61.2199745178","2.9999976158","2.9999976158","2.9999976158","37.2200012207","37.2200012207","37.2200012207"
"1153","36.4999961853","36.4999961853","36.4999961853","92.2299728394","92.2299728394","92.2299728394","7.7500047684","7.7500047684","7.7500047684","72.6098403931","72.6098403931","72.6098403931","2.9999976158","2.9999976158","2.9999976158","37.2200012207","37.2200012207","37.2200012207"
"1154","17.0800151825","17.0800151825","17.0800151825","92.8100128174","92.8100128174","92.8100128174","7.7500047684","7.7500047684","7.7500047684","72.6098403931","72.6098403931","72.6098403931","0.4699998498","0.4699998498","0.4699998498","37.2200012207","37.2200012207","37.2200012207"
"1155","17.0800151825","17.0800151825","17.0800151825","92.8100128174","92.8100128174","92.8100128174","7.5400080681","7.5400080681","7.5400080681","53.6899986267","53.6899986267","53.6899986267","0.5509998202","0.5509998202","0.5509998202","37.2200012207","37.2200012207","37.2200012207"
"1156","36.7099914551","36.7099914551","36.7099914551","66.8300552368","66.8300552368","66.8300552368","7.7800135612","7.7800135612","7.7800135612","","","","","","","","",""
"1157","7.9299998283","7.9299998283","7.9299998283","90.0899581909","90.0899581909","90.0899581909","7.3700079918","7.3700079918","7.3700079918","58.6500053406","58.6500053406","58.6500053406","","","","","",""
"1158","7.9299998283","7.9299998283","7.9299998283","84.8399810791","84.8399810791","84.8399810791","7.3700079918","7.3700079918","7.3700079918","58.6500053406","58.6500053406","58.6500053406","1.7283488512","1.7283488512","1.7283488512","37.2200012207","37.2200012207","37.2200012207"
"1159","19.999994278","19.999994278","19.999994278","93.6500396729","93.6500396729","93.6500396729","7.8300085068","7.8300085068","7.8300085068","47.9399795532","47.9399795532","47.9399795532","1.8399987221","1.8399987221","1.8399987221","61.330116272","61.330116272","61.330116272"
"1160","19.999994278","19.999994278","19.999994278","93.6500396729","93.6500396729","93.6500396729","4.560005188","4.560005188","4.560005188","47.9399795532","47.9399795532","47.9399795532","","","","","",""
"1161","38.0599937439","38.0599937439","38.0599937439","27.3500099182","27.3500099182","27.3500099182","4.0399975777","4.0399975777","4.0399975777","50.6199913025","50.6199913025","50.6199913025","","","","","",""
"1162","38.0599937439","38.0599937439","38.0599937439","30.070016861","30.070016861","30.070016861","4.0399975777","4.0399975777","4.0399975777","","","","","","","","",""
"1163","36.5799942017","36.5799942017","36.5799942017","27.3100070953","27.3100070953","27.3100070953","7.7300105095","7.7300105095","7.7300105095","54.9300003052","54.9300003052","54.9300003052","2.5199985504","2.5199985504","2.5199985504","61.330116272","61.330116272","61.330116272"
"1164","36.5799942017","36.5799942017","36.5799942017","91.3000411987","91.3000411987","91.3000411987","0.3899999261","0.3899999261","0.3899999261","54.9300003052","54.9300003052","54.9300003052","3.1815478802","3.1815478802","3.1815478802","36.2600059509","36.2600059509","36.2600059509"
"1165","36.5799942017","36.5799942017","36.5799942017","91.3000411987","91.3000411987","91.3000411987","2.5499978065","2.5499978065","2.5499978065","52.6999702454","52.6999702454","52.6999702454","3.5299975872","3.5299975872","3.5299975872","36.2600059509","36.2600059509","36.2600059509"
"1166","37.6600036621","37.6600036621","37.6600036621","62.8900108337","62.8900108337","62.8900108337","7.2900080681","7.2900080681","7.2900080681","52.6999702454","52.6999702454","52.6999702454","3.5299975872","3.5299975872","3.5299975872","36.2600059509","36.2600059509","36.2600059509"
"1167","37.6600036621","37.6600036621","37.6600036621","69.1900100708","69.1900100708","69.1900100708","3.1199975014","3.1199975014","3.1199975014","59.8799591064","59.8799591064","59.8799591064","3.5299975872","3.5299975872","3.5299975872","36.2600059509","36.2600059509","36.2600059509"
"1168","36.6199951172","36.6199951172","36.6199951172","66.7100296021","66.7100296021","66.7100296021","3.1599974632","3.1599974632","3.1599974632","","","","","","","","",""
"1169","36.6199951172","36.6199951172","36.6199951172","92.760055542","92.760055542","92.760055542","3.1599974632","3.1599974632","3.1599974632","","","","","","","","",""
"1170","38.7199668884","38.7199668884","38.7199668884","92.760055542","92.760055542","92.760055542","7.4100036621","7.4100036621","7.4100036621","","","","","","","","",""
"1171","38.7199668884","38.7199668884","38.7199668884","62.9000053406","62.9000053406","62.9000053406","7.460006237","7.460006237","7.460006237","19.0899982452","19.0899982452","19.0899982452","","","","","",""
"1172","38.7199668884","38.7199668884","38.7199668884","64.3900222778","64.3900222778","64.3900222778","7.8300085068","7.8300085068","7.8300085068","53.7600059509","53.7600059509","53.7600059509","3.7799975872","3.7799975872","3.7799975872","50.4099807739","50.4099807739","50.4099807739"
"1173","36.3899803162","36.3899803162","36.3899803162","65.3900222778","65.3900222778","65.3900222778","7.8300085068","7.8300085068","7.8300085068","53.7600059509","53.7600059509","53.7600059509","3.7799975872","3.7799975872","3.7799975872","50.4099807739","50.4099807739","50.4099807739"
"1174","36.3899803162","36.3899803162","36.3899803162","83.2200393677","83.2200393677","83.2200393677","8.2200107574","8.2200107574","8.2200107574","","","","","","","","",""
"1175","36.4799919128","36.4799919128","36.4799919128","90.8600387573","90.8600387573","90.8600387573","7.4900050163","7.4900050163","7.4900050163","57.6799697876","57.6799697876","57.6799697876","0.7299996018","0.7299996018","0.7299996018","","",""
"1176","36.4799919128","36.4799919128","36.4799919128","80.859992981","80.859992981","80.859992981","7.4900050163","7.4900050163","7.4900050163","57.1899986267","57.1899986267","57.1899986267","","","","","",""
"1177","36.09998703","36.09998703","36.09998703","84.7400131226","84.7400131226","84.7400131226","7.6400060654","7.6400060654","7.6400060654","57.1899986267","57.1899986267","57.1899986267","2.7430477142","2.7430477142","2.7430477142","51.0200424194","51.0200424194","51.0200424194"
"1178","8.1300029755","8.1300029755","8.1300029755","69.7100067139","69.7100067139","69.7100067139","7.6400141716","7.6400141716","7.6400141716","","","","","","","","",""
"1179","8.1300029755","8.1300029755","8.1300029755","74.3199539185","74.3199539185","74.3199539185","7.6400060654","7.6400060654","7.6400060654","","","","","","","","",""
"1180","36.5700035095","36.5700035095","36.5700035095","79.3300170898","79.3300170898","79.3300170898","7.6400060654","7.6400060654","7.6400060654","58.8700141907","58.8700141907","58.8700141907","3.1999971867","3.1999971867","3.1999971867","51.0200424194","51.0200424194","51.0200424194"
"1181","36.5700035095","36.5700035095","36.5700035095","61.1099815369","61.1099815369","61.1099815369","7.4600133896","7.4600133896","7.4600133896","58.8700141907","58.8700141907","58.8700141907","3.1619977951","3.1619977951","3.1619977951","","",""
"1182","34.7299842834","34.7299842834","34.7299842834","62.9399986267","62.9399986267","62.9399986267","7.4600133896","7.4600133896","7.4600133896","57.1199913025","57.1199913025","57.1199913025","3.1199975014","3.1199975014","3.1199975014","51.0200424194","51.0200424194","51.0200424194"
"1183","34.7299842834","34.7299842834","34.7299842834","87.5199432373","87.5199432373","87.5199432373","0.3499999344","0.3499999344","0.3499999344","57.1199913025","57.1199913025","57.1199913025","3.1199975014","3.1199975014","3.1199975014","51.0200424194","51.0200424194","51.0200424194"
"1184","34.7299842834","34.7299842834","34.7299842834","47.0299377441","47.0299377441","47.0299377441","2.0799982548","2.0799982548","2.0799982548","","","","","","","","",""
"1185","35.7899742126","35.7899742126","35.7899742126","62.9199981689","62.9199981689","62.9199981689","7.3900074959","7.3900074959","7.3900074959","54.4899940491","54.4899940491","54.4899940491","3.1199975014","3.1199975014","3.1199975014","54.92004776","54.92004776","54.92004776"
"1186","35.7899742126","35.7899742126","35.7899742126","62.9399909973","62.9399909973","62.9399909973","7.3900074959","7.3900074959","7.3900074959","54.5500106812","54.5500106812","54.5500106812","3.1199975014","3.1199975014","3.1199975014","54.92004776","54.92004776","54.92004776"
"1187","35.7899742126","35.7899742126","35.7899742126","74.0699462891","74.0699462891","74.0699462891","7.3700184822","7.3700184822","7.3700184822","","","","","","","","",""
"1188","40.1699523926","40.1699523926","40.1699523926","65.5999908447","65.5999908447","65.5999908447","7.6700048447","7.6700048447","7.6700048447","","","","","","","","",""
"1189","17.3899993896","17.3899993896","17.3899993896","27.4000148773","27.4000148773","27.4000148773","7.6100072861","7.6100072861","7.6100072861","55.3199996948","55.3199996948","55.3199996948","3.1299974918","3.1299974918","3.1299974918","36.9299888611","36.9299888611","36.9299888611"
"1190","17.3899993896","17.3899993896","17.3899993896","84.5500564575","84.5500564575","84.5500564575","7.6100072861","7.6100072861","7.6100072861","58.4899864197","58.4899864197","58.4899864197","3.1299974918","3.1299974918","3.1299974918","36.9299888611","36.9299888611","36.9299888611"
"1191","35.9999694824","35.9999694824","35.9999694824","65.2600021362","65.2600021362","65.2600021362","7.480006218","7.480006218","7.480006218","58.4899864197","58.4899864197","58.4899864197","3.1299974918","3.1299974918","3.1299974918","36.9299888611","36.9299888611","36.9299888611"
"1192","35.9999694824","35.9999694824","35.9999694824","77.4900054932","77.4900054932","77.4900054932","7.480006218","7.480006218","7.480006218","","","","","","","","",""
"1193","36.2599868774","36.2599868774","36.2599868774","66.4000167847","66.4000167847","66.4000167847","1.4599992037","1.4599992037","1.4599992037","57.2700157166","57.2700157166","57.2700157166","3.1299974918","3.1299974918","3.1299974918","36.9299888611","36.9299888611","36.9299888611"
"1194","36.2599868774","36.2599868774","36.2599868774","27.2999973297","27.2999973297","27.2999973297","7.4400024414","7.4400024414","7.4400024414","57.2700157166","57.2700157166","57.2700157166","3.2118976116","3.2118976116","3.2118976116","36.9299888611","36.9299888611","36.9299888611"
"1195","36.6799964905","36.6799964905","36.6799964905","89.8199996948","89.8199996948","89.8199996948","2.1899986267","2.1899986267","2.1899986267","58.1799888611","58.1799888611","58.1799888611","3.5499982834","3.5499982834","3.5499982834","","",""
"1196","36.6799964905","36.6799964905","36.6799964905","61.5799598694","61.5799598694","61.5799598694","1.9699988365","1.9699988365","1.9699988365","","","","","","","","",""
"1197","36.6799964905","36.6799964905","36.6799964905","62.2399711609","62.2399711609","62.2399711609","7.7200083733","7.7200083733","7.7200083733","54.5400009155","54.5400009155","54.5400009155","3.5499982834","3.5499982834","3.5499982834","","",""
"1198","36.5099983215","36.5099983215","36.5099983215","62.9000205994","62.9000205994","62.9000205994","7.7200083733","7.7200083733","7.7200083733","56.7400093079","56.7400093079","56.7400093079","3.5499982834","3.5499982834","3.5499982834","54.8400497437","54.8400497437","54.8400497437"
"1199","17.5000114441","17.5000114441","17.5000114441","75.3699951172","75.3699951172","75.3699951172","7.4100041389","7.4100041389","7.4100041389","56.7400093079","56.7400093079","56.7400093079","1.5707485676","1.5707485676","1.5707485676","54.8400497437","54.8400497437","54.8400497437"
"1200","19.9900016785","19.9900016785","19.9900016785","71.7600021362","71.7600021362","71.7600021362","7.4600090981","7.4600090981","7.4600090981","56.7400093079","56.7400093079","56.7400093079","1.5199987888","1.5199987888","1.5199987888","54.8400497437","54.8400497437","54.8400497437"
"1201","19.9900016785","19.9900016785","19.9900016785","27.5500106812","27.5500106812","27.5500106812","0.3899999261","0.3899999261","0.3899999261","","","","","","","","",""
"1202","19.9900016785","19.9900016785","19.9900016785","73.0699920654","73.0699920654","73.0699920654","7.57000494","7.57000494","7.57000494","55.3299751282","55.3299751282","55.3299751282","1.5199987888","1.5199987888","1.5199987888","37.259979248","37.259979248","37.259979248"
"1203","35.7900352478","35.7900352478","35.7900352478","27.3100070953","27.3100070953","27.3100070953","7.57000494","7.57000494","7.57000494","","","","","","","","",""
"1204","20.0299930573","20.0299930573","20.0299930573","84.2499923706","84.2499923706","84.2499923706","0.2000000328","0.2000000328","0.2000000328","63.709980011","63.709980011","63.709980011","3.1999971867","3.1999971867","3.1999971867","37.259979248","37.259979248","37.259979248"
"1205","20.0299930573","20.0299930573","20.0299930573","79.0199966431","79.0199966431","79.0199966431","0.1299999803","0.1299999803","0.1299999803","","","","","","","","",""
"1206","36.0199623108","36.0199623108","36.0199623108","68.390007019","68.390007019","68.390007019","8.0000076294","8.0000076294","8.0000076294","","","","","","","","",""
"1207","36.0199623108","36.0199623108","36.0199623108","87.6199798584","87.6199798584","87.6199798584","0.9199997783","0.9199997783","0.9199997783","45.6800003052","45.6800003052","45.6800003052","3.1999971867","3.1999971867","3.1999971867","37.259979248","37.259979248","37.259979248"
"1208","36.1000061035","36.1000061035","36.1000061035","66.6900100708","66.6900100708","66.6900100708","7.7200222015","7.7200222015","7.7200222015","","","","","","","","",""
"1209","36.1000061035","36.1000061035","36.1000061035","63.5600013733","63.5600013733","63.5600013733","7.7200222015","7.7200222015","7.7200222015","53.6600151062","53.6600151062","53.6600151062","2.9099974632","2.9099974632","2.9099974632","37.259979248","37.259979248","37.259979248"
"1210","36.1000061035","36.1000061035","36.1000061035","62.9199905396","62.9199905396","62.9199905396","7.6900072098","7.6900072098","7.6900072098","","","","","","","","",""
"1211","38.3199806213","38.3199806213","38.3199806213","67.6600112915","67.6600112915","67.6600112915","7.8100047112","7.8100047112","7.8100047112","53.3300209045","53.3300209045","53.3300209045","2.9099974632","2.9099974632","2.9099974632","61.3300743103","61.3300743103","61.3300743103"
"1212","38.3199806213","38.3199806213","38.3199806213","63.0300140381","63.0300140381","63.0300140381","7.6800074577","7.6800074577","7.6800074577","55.0299720764","55.0299720764","55.0299720764","2.9099974632","2.9099974632","2.9099974632","61.3300743103","61.3300743103","61.3300743103"
"1213","36.1099853516","36.1099853516","36.1099853516","72.3899002075","72.3899002075","72.3899002075","7.6800074577","7.6800074577","7.6800074577","","","","","","","","",""
"1214","17.2700042725","17.2700042725","17.2700042725","62.6699790955","62.6699790955","62.6699790955","7.2900080681","7.2900080681","7.2900080681","54.6199989319","54.6199989319","54.6199989319","","","","","",""
"1215","17.2700042725","17.2700042725","17.2700042725","77.5100021362","77.5100021362","77.5100021362","7.6900048256","7.6900048256","7.6900048256","","","","","","","","",""
"1216","17.2700042725","17.2700042725","17.2700042725","75.0399932861","75.0399932861","75.0399932861","7.4900054932","7.4900054932","7.4900054932","55.8700141907","55.8700141907","55.8700141907","3.6799969673","3.6799969673","3.6799969673","61.3300743103","61.3300743103","61.3300743103"
"1217","37.0200157166","37.0200157166","37.0200157166","75.0399932861","75.0399932861","75.0399932861","7.4900054932","7.4900054932","7.4900054932","55.8700141907","55.8700141907","55.8700141907","3.6799969673","3.6799969673","3.6799969673","51.3100585938","51.3100585938","51.3100585938"
"1218","36.1600036621","36.1600036621","36.1600036621","73.3599243164","73.3599243164","73.3599243164","7.480006218","7.480006218","7.480006218","55.5899848938","55.5899848938","55.5899848938","3.6365466118","3.6365466118","3.6365466118","51.3100585938","51.3100585938","51.3100585938"
"1219","36.1600036621","36.1600036621","36.1600036621","63.1899795532","63.1899795532","63.1899795532","7.49000597","7.49000597","7.49000597","55.5899848938","55.5899848938","55.5899848938","3.5699968338","3.5699968338","3.5699968338","51.3100585938","51.3100585938","51.3100585938"
"1220","35.6099815369","35.6099815369","35.6099815369","62.8400192261","62.8400192261","62.8400192261","7.7100086212","7.7100086212","7.7100086212","","","","","","","","",""
"1221","35.6099815369","35.6099815369","35.6099815369","27.7700176239","27.7700176239","27.7700176239","7.7100086212","7.7100086212","7.7100086212","57.039981842","57.039981842","57.039981842","3.5699968338","3.5699968338","3.5699968338","","",""
"1222","35.6099815369","35.6099815369","35.6099815369","92.4400558472","92.4400558472","92.4400558472","7.6700048447","7.6700048447","7.6700048447","56.1699905396","56.1699905396","56.1699905396","3.5699968338","3.5699968338","3.5699968338","37.1099815369","37.1099815369","37.1099815369"
"1223","36.7299919128","36.7299919128","36.7299919128","66.2599487305","66.2599487305","66.2599487305","7.6500096321","7.6500096321","7.6500096321","56.1699905396","56.1699905396","56.1699905396","","","","","",""
"1224","36.7299919128","36.7299919128","36.7299919128","63.5000038147","63.5000038147","63.5000038147","7.6500096321","7.6500096321","7.6500096321","57.8100013733","57.8100013733","57.8100013733","3.3099973202","3.3099973202","3.3099973202","37.1099815369","37.1099815369","37.1099815369"
